date,topic,volume1mo,share_pct,event_count
2026-09-19,Unclassified,120566.81000000,70.03621393,130
2026-09-19,Tech & Science,42038.15000000,24.41959662,15
2026-09-19,Geopolitics,6752.82000000,3.92265455,6
2026-09-19,Business/Economy,2791.46000000,1.62153490,3
2026-09-19,Total,172149.24000000,100.00000000,154
